charity_name,campaign_name,Cleaned_Campaign_Description
Action For Singapore Dogs Society,Please Help To Save Rudolf's Leg,"one night shortly christmas action singapore dog singapore received urgent so feeder dog found lying remote area broken leg volunteer headed 11pm look managed spot distance frightened stray hobbled away torchlight shone volunteer decided return next day reinforcement fortunately managed secure injured dog help another volunteer dog turned young handsome friendly boy decided name rudolf still christmas mood x-ray show sustained particularly nasty fracture left hind leg also surprised learn injury several week old would quite difficult operate vet suggested amputation option however keen discovered right hind leg showed sign early hip dysplasia consultation specialist decided go ahead surgery repair rudolf 's left hind leg would cripple future quoted around 3,800 surgery appeal kind friend supporter help u save rudolf 's leg clicking `` donate '' button.any amount greatly appreciated thank advance kindness generosity"
Oasis Second Chance Animal Shelter Ltd,Save Tian Tian from Maggot Infestation,"update -13 oct'19dearest donor thank support tian tian well fact wound almost fully healed currently stay foster home foster parent looking adopt her.tian tian say `` thank caring '' .storyalone massive maggot-infested wound back tian tian looked scared feeder sembawang found her.her wound deep gaping spanning almost entire width back maggot infesting around surrounding skin tissue turning black feeder knew point needed immediate medical attention rushed vet.tian tian ’ wound since thoroughly cleaned treated however still need monitored closely vet least another week professional medical care ensure infection recur also requires treatment anemia alongside high white blood cell count vet bill stacking rescue critical take time wound completely heal tian tian ’ bill estimated around 3,000 help get would greatly appreciated click ‘ donate ’ button help let u bring tian tian back good health soon possible thank advance generosity"
Oasis Second Chance Animal Shelter Ltd,Tick fever is killing our Lammy. Will you help rescue him?,"update 9 october'19lammy since passed.he hospitalised past 3 week oasis second chance animal shelter oscas decided bring back home management.despite two round blood transfusion immune system treatment hospital lammy 's condition yoyo-ed sign long-term improvement appetite good still anaemic sign declining liver function lammy 's medical bill cost u around 8,000 never crossed mind give le fighting chance.every day take care many sick dog like lammy could help u continue give fighting chance storyin blink eye lammy went usual curious 5-year self patrolling around kennel one hospital fighting life.all started last wednesday volunteer discovered suddenly looking lethargic near-white gum sign severe anaemia immediately rushed vet get treated.the blood test result frightening average platelet count healthy dog lie range 148-484 kμ/l lammy ’ zero cause ehrlichia strain tick fever n't usually result severe clinical sign spite emergency blood transfusion vet gave immune system picked worry tick fever affected bone marrow site blood platelet production therefore remain hospital observation treatment condition improves.our little lammy fighter rescue medical bill cost u least 5k help u"
Oasis Second Chance Animal Shelter Ltd,Help Phoenix Walk Again!,"help phoenix walk three-year-old phoenix spent life far wheelchair promising sign improvement whole life ahead phoenix could wheelchair-free however need help.the next step need surgically fix right hip dislocated hinders progress due pain endures.spunky phoenix requires hip surgery costing around sgd 3,700 followed three-month rehabilitation treatment plan costing sgd 2,100 monthly addition sgd 2,500 help cover medication transport costs.with financial support support long-term fosterer within 3 month expect see improvement mobility new lease life phoenix 's storyphoenix found 6 week old severe spinal injury likely result hit someone something left dead fortunately found kind lady brought vet open wound body covered maggot barely skeleton two week intensive vet care placed foster care recovery started well even began walk however spinal injury severe month lost use hind legs.surgery try stabilise spine option underwent october 2017 since recovery slow due nerve damage little fighter acupuncture hydrotherapy homeopathic medicine steadily improved stage pain sensation hind leg showing control movement.once hip corrected comprehensive treatment plan follow working experienced rehab vet including laser treatment help restore nerve function acupuncture hydrotherapy physiotherapy least 3 time week.thank support give phoenix life deserves donateto donate help u raise 12,500 help phoenix walk again:1 bank transfer cheque name account oscas ltdbank account db current 048-904283-4transaction ref name phoenix2 paynow uen 201406657d transaction ref phoenix name 3 paypalpaypal.me/oscasaccount donate oscas.sg please drop u email finance oscas.sg require receipt acknowledging donation"
HCSA Community Services,Empowering HCSA Families,strong family bedrock society crucial developing resilient individual building caring society even household structure shift family remain strong pillar support many u hcsa community service hcsa aim deepen effort four signature programme 'empowering hcsa family fundraising campaign.hcsa 's mission empower vulnerable find purpose abundant life contribution hcsa help support beneficiary many way providing ex-offenders hcsa highpoint support need successfully reintegrate back society make amends family therapeutic intervention teenage resident help face overcome trauma eventually reunite family community equipping single parent family practical resource need resilient self-reliant providing vulnerable trainee training grant enable learn complete attain professional culinary skill boost employability help better provide familyyour generous donation crucial ensuring hcsa able continue effort serve vulnerable.all donation receive 40 matching singapore toteboard towards beneficiary increasing impact giving
HCSA Community Services,Strengthening HCSA Families,strong family bedrock society crucial developing resilient individual building caring society even household structure shift family remain strong pillar support many u hcsa community service hcsa aim deepen effort four signature programme 'strengthening hcsa family fundraising campaign.hcsa 's mission empower vulnerable find purpose abundant life contribution hcsa help support beneficiary many way providing ex-offenders hcsa highpoint support need successfully reintegrate back society make amends family therapeutic intervention teenage resident help face overcome trauma eventually reunite family community equipping single parent family practical resource need resilient self-reliant providing vulnerable trainee training grant enable learn complete attain professional culinary skill boost employability help better provide familyyour generous donation crucial ensuring hcsa able continue effort serve vulnerable.all donation receive dollar-for-dollar matching singapore toteboard towards beneficiary doubling impact giving
Assisi Hospice,Bring comfort and cheer to patients this Chinese New Year,many u getting chinese new year cny blossom plant joyful important part cny celebration signifying arrival spring however many patient family facing challenge terminal illness even simple celebratory touch may come easily faced physical weakness making trip nursery plant shopping could difficult cny support initiative gifting pot lucky bamboo 富贵转运竹 patient every first 38 donation make patient receive pot lucky bamboo hope uplift spirit bring festive cheer initiative donation required amount channelled support care patient 54 patient poorest poor means-tested lowest income level donation enable u continue providing patient family medical care psychosocial support need
Assisi Hospice,Support us as we meet patients’ needs at their end-of-life,67 year-old mr tan diagnosed rare tumour behind abdominal area retroperitoneal liposarcoma admitted assisi hospice jun 2023 divorced 20 year working cleaner staying 1-room rental flat admission came care expressed wish reconnect ex-wife li son.our clinical pastoral care staff managed reach li church pastor shared social worker calista circumstance faced leading divorce broke cried mr tan struggled gambling substance abuse eventually led leaving marriage interest child. “ came want tell forgive “ li shared calista “ ’ know bring go room. ” calista listened patiently offered li emotional support needed company li mustered courage went mr tan ’ room saw started sob long finally mustered enough strength two word sob “ ’ sorry ” still tear replied softly “ forgive go peace. ” day li continued visit mr tan deteriorated rapidly passed peacefully july 2023 volunteer one dy alone programme supported family keeping vigil mr tan ’ side final moment addition assisi ’ substantial subsidy supported donation social worker also helped apply medifund pay medical bill arranged pro bono funeral him.at assisi hospice patient come u medical care many time wound need support work strive meet patient ’ need vulnerable time life name changed
Children's Aid Society,Silent Auction - Dine for Good 2024,campaign sub-campaign dine good 2024 campaign used capture detail silent auction component.children 's aid society would like invite join u dine good fundraising gala dinner night wine dine.all fund raised go towards providing vital resource child youth heal achieve post-traumatic growth presence support help continue write new chapter change possibility.this segment dedicated silent auction silent auction item open bidding bidding close 21 september 2024
Children's Aid Society,Dine for Good 2024,"child ’ aid society delighted invite spectacular evening annual gala event dine good 13 september 2024 shangri-la singapore year ’ theme “ story star illuminating future together ” celebrates impact collective effort community star light night sky play crucial role shaping story hope opportunity child youth support join u celebrate intertwined story young individual generous donor support sponsoring table/seat making outright donation donation eligible 2.5 time tax deduction subject prevailing ira guidelines.make minimum outright donation 50 receive exclusive deck affirmation card deck 30 beautifully crafted card guide self-reflection display card wooden stand daily reminder journey please head reception table collect one ca staff.through event aim raise 400,000 go towards providing vital resource child youth heal achieve post-traumatic growth presence support help continue write new chapter change possibility.join u part meaningful initiative look forward sharing special evening"
Children's Aid Society,Angbao for Good 2024,searching meaningful way multiply joy prosperity lunar new year eager explore special uniquely worthwhile way allocate angbao money lunar new year child ’ aid society excited invite make difference life child youth adverse circumstance 5 jan 29 feb 2024 usher prosperity bless client donating angbao good 2024 fundraiser thank support
Children's Aid Society,Dine for Good 2023,child 's aid society would like invite join u commemorate 120th anniversary dine good fundraising gala dinner night wine dine.all fund raised go towards supporting rebuilding premise clementi road transform melrose village new home child youths.you support sponsoring table/seat making outright donation donation eligible 2.5 time tax deduction subject prevailing ira guidelines.thank joining u journey make melrose village reality
Children's Aid Society,Raffle Draw Tickets and Sale of Items - Dine for Good 2023,campaign sub-campaign dine good 2023 campaign used capture payment raffle draw ticket sale item component.children 's aid society would like invite join u commemorate 120th anniversary dine good fundraising gala dinner night wine dine fund raised go towards supporting rebuilding premise clementi road transform melrose village segment dedicated sale raffle draw ticket item
The Singapore Association for the Deaf,SADeaf Charity Golf,organization charity ipc status accorded charity transparency award past 2 consecutive year serving close 6000 deaf hard-of-hearing person past 69 year helping reach full potential attain better quality life integrate mainstream society service include social mental health support employment support financial assistance counselling education support early childhood intervention hearing care deaf awareness programme sign-language interpretation many please refer annex glimpse impact services.we planning expand early intervention programme deaf child multiple disability plan shift new location land lease expires next year essentially unique effective program focusing communication language young child hearing loss comprises niche curriculum provides conducive environment help young child hearing loss acquire singapore sign language sgsl written english developing cognitive growth pave way smooth transition mainstream education please refer annex b attached see impact detail programme organizing charity golf raise fund project detail follows date time 27 september fri 2024 tee 1.00 pm onwards dinner 7.15 pmvenue seletar country clubgoh minister community culture youth second minister law mr. edwin tongplease join u truly unforgettable day golf giving amidst lush greenery seletar country club event promise delightful golfing experience participants.rub shoulder celebrity like sea game medalist aloysa atienza local radio dj glenn ong jean danker mike kasem tbc well captivating personality including mediacorp artiste chen tian wen francis yap 's also opportunity network enjoy day friendly competition interesting people singapore.after golf game indulge sumptuous dinner entertained well-known local artiste fabulous lucky draw raffle draw prize await lucky winner adding element excitement evening.if ’ play golf also support u purchasing dinner table sponsor prize simply donate cause participation fee donation receive 2.5 time tax deduction
The Singapore Association for the Deaf,SADeaf's 68th Anniversary,"singapore association deaf sadeaf offering wide range service close 6,000 beneficiary past 68 year service include social support employment support financial assistance counselling education support early intervention hearing care deaf awareness programme sign language interpretation note-taking sign language classes.6 year old arika hearing loss c.h.a.r.g.e syndrome learning sign language developed good social cognitive skill attending little hand bilingual bicultural program early intervention program also benefited 9 year old zahin born deaf preparing well education mainstream primary school sadeaf 's financial assistance also enabled family cope better challenges.all achievement would possible without earnest support strive steadfastly uplift quality life people hearing loss journey easy covid-19 pandemic affected fund-raising effort demand assistance client rose due pandemic appeal kind support enable sadeaf continue essential service existing client reaching serve deaf hard-of-hearing person need make donation today create meaningful difference life thank much"
The Singapore Association for the Deaf,Wash for the Deaf,"`` wash deaf '' charity car wash family carnival fundraising campaign aim support deaf hard-of-hearing deafblind community event held sadeaf premise saturday sunday 27 28 may 10am 6pm.your car washed supportive corporates sadeaf volunteer food merchandise stall available charity family carnival entry free carnival coupon purchased on-site 68th anniversary bundle also available may register http //forms.gle/77wkpc1a7wyt54hnayour kind generous contribution definitely help sadeaf providing essential service programme support 6,000 beneficiaries.we appeal kindness support giving beneficiary quality life empowering contribute positively society thank much kindness generosity"
The Singapore Association for the Deaf,Silent Night,christmas season organizing special fundraising event called `` silent night '' scheduled take place across three prominent restaurant first/second week december 2023 concept create unique dining experience couple friend family communicate exclusively using sign language fostering deeper connection non-verbal communication.a brief overview project follows:1 event detail · date starting first/ second week december.· location three renowned western restaurant eastern central singapore.· communication participant communicate using sign language only.2 fundraising objective · proceeds go directly sadeaf.· menu price range 50 100 offering participant choice based preferences.3 participant experience · interested individual book table exclusively sadeaf.· participant receive 4-hour crash course sign language prior event ensuring well-prepared unique communication experience sign language facilitator on-site assist participant need help sign language.4 benefit participant · one-of-a-kind dining experience challenge traditional communication norms.· opportunity understand challenge deaf community appreciate art sign language.· chance enjoy 's company creative meaningful way.· satisfaction contributing charitable cause.we believe event provide platform individual connect deeper level also supporting charitable cause promise deliver memorable enriching experience participant
The Singapore Association for the Deaf,Bake for the Deaf 2023,christmas delight fully redeemed may still contribute cause donating towards campaign.thank blessed happy new year
The Singapore Association for the Deaf,Signs will Shine Gala Dinner 2023,invitation singapore association deaf ’ 68th anniversary gala dinner “ sign shine ” singapore association deaf sadeaf serving deaf hard-of-hearing community past 68 year helping reach full potential attain better quality life integrate mainstream society currently 3500 active beneficiary proud thousand served past decade sadeaf ’ service evolved year meet changing need deaf hard-of-hearing person today service include social mental health support employment support financial assistance counselling education support early childhood intervention hearing care deaf awareness programme sign-language interpretation note-taking sign language class also singapore ’ deafblind programme.the service render beneficiary made possible support generosity kind-hearted people like behalf beneficiary thank sincerely u year token appreciation would like cordially invite fundraising gala dinner “ sign shine ” held friday 22 september 2023 6.30 pm 10.00 pm bliss garden singapore expo 1 expo drive singapore 486150 patron minister culture community youth second minister law mr edwin tong guest-of-honour mayor central singapore district m denise phua mp mountbatten smc mr lim biow chuan special guest hope join u joyous celebration deaf hard-of-hearing community make 68th anniversary special one table sale event supporter outright donation entitled 2.5 time tax deduction please refer sponsorship acknowledgement scheme response form enclosed please feel free contact senior manager aaron ng 96582419 xuan liang 97276942 email u fr sadeaf.org.sg require information
The Singapore Association for the Deaf,Hearts Can Hear - 68th Charity Concert,sadeaf 's service evolved year meet changing need deaf hard-of-hearing person today service include social education employment support financial assistance counselling early childhood intervention hearing care deaf awareness programme sign-language interpretation note-taking sign language class deafblind programme.the service render beneficiary made possible support generosity kind-hearted people like you.as token appreciation would like cordially invite fundraising concert 'hearts hear'we hope join u joyous celebration deaf hard-of-hearing community make 68th anniversary special one.all concert sale event supporter outright donation entitled 2.5 time tax deduction please feel free contact aaron ng 96582419 xuan liang 97276942 email u fr sadeaf.org.sg require information
The Singapore Association for the Deaf,Merdeaf Flag Day 2024,"sadeaf serving close 6000 deaf hard-of-hearing person past 68 year wide range service include social mental health support employment support financial assistance counselling education support early childhood intervention hearing care sign language interpretation note-taking sign language class well singapore ’ deafblind programme.over year strived provide essential service support opportunity empower deaf hard-of-hearing individual overcome challenge lead fulfilling life strive steadfastly uplift quality life people hearing loss journey easy covid-pandemic dealt blow fundraising effort need client increased endeavour expand coverage service fund needed particular plan increase capacity early intervention program young deaf child well initiate community hearing test project elderly living various hdb precinct sadeaf organising merdeaf flag day saturday,17 february 2024 raise fund wish appeal school organization support street collection effort allow sadeaf continue essential service also extend support people need sincerely seek help encourage student join u flag ambassador help collect donation various crowded location island-wide shift 9.30am 2.30pm shift b 1pm 6pm arrange donation tin/bag collection venue close location 1 tampines east 2 paya lebar east 3 jurong east west 4 ang mo kio north 5 woodland north 6 yishun north 7 harbourfront south 8 bugis central 9 dhoby ghaut central 10 toa payoh central"
The Singapore Association for the Deaf,Huat For The Deaf,🧧🐲 spirit cny festive season invite participate special sadeaf fundraising event 'huat deaf 🐲🧧✨ indulge sweet tooth delectable treat crafted renowned restaurant baker xxx.✨🥘🐲 every donation specified amount 'll receive yusheng cny goodies/cookies choice presented image 🐲🥘💕these carefully selected hamper make delightful gift loved one also contribute directly supporting sadeaf ’ beneficiary 👨‍👨‍👧‍👧✨ donation made entitle 2.5x tax deduction ✨💥order today google link http //forms.gle/yumewt6zbxdpdgjf8❤️ kindness resonate true spirit giving festive season together let 's make difference life rely sadeaf 's invaluable program service ❤️ huatforthedeaf sadeaf
The Singapore Association for the Deaf,Empower Children Like Wen Xi with Early Intervention and Essential Assistance #SADeaf68th,meet wen xi spirited 8-year-old girl born unique set challenge including single kidney hearing loss deformed finger rare fanconi anemia bone marrow disorder much smaller size age due medical condition undergone bone marrow transplant requires frequent hospital visit treatment various medical condition requires assistance movement transportation.yet amidst hurdle wen xi found hope mother brought little hand bilingual bicultural programme early intervention project run singapore association deaf sadeaf despite adversity continues find joy painting art reading immersing phonics english math class eagerly participating speech drama activity top also receives art therapy learns singapore sign language.her boundless enthusiasm learning sadeaf ’ social engagement activity help explore new horizon broaden worldview sadeaf also helped seek funding order alleviate family ’ financial difficulty continuing support family ’ needs.about little hand bilingual-bicultural programmein singapore wen xi alone struggle three every 1000 baby born city-state face significant hearing impairment potentially delaying speech language intellectual social emotional development addition one child five unknown cause sensorineural hearing loss may genetic hearing loss leading known cause hearing loss currently infection injury.this little hand bilingual-bicultural programme established 2018 provide young child usually age 2.5 7 hearing loss opportunity learn play using singapore sign language sgsl .it encompasses linguistic environment child opportunity develop linguistics skill singapore sign language english well build cognitive social-emotional development `` bilingualism '' part programme refers use sign language speech child able to.besides learning singapore sign language sgsl used deaf community art math english grammar vocabulary child also go role-playing exercise build confidence acclimatise varied social setting may may one deaf embodying `` bicultural '' element programme.the class conducted trained teacher deaf deaf assistant teacher session include storytelling sgssl lesson english mathematics lesson art craft activity indoor outdoor play snack time.it 5 year since little hand bilingual-bicultural programme established heartened life touched empowered today celebrate 68th anniversary sadeaf mission ’ end wish continue effort nurture “ little hand ” future support able reach people deaf community continue make difference life affected hearing loss programme like little hand offering opportunity thrive reach fullest potential generosity help u creating society deaf equal opportunity limited challenge help u transform silence strength isolation inclusion fear fearlessness together let 's shape world endless possibility extraordinary child deaf community.every donation count support make difference thank
The Singapore Association for the Deaf,Deafinitely Durian 2024,🎉 join u fun-filled day `` deafinitely durian extravaganza '' 🎉our campaign aim raise fund essential service deaf hard-of-hearing deafblind community.indulge king fruit mao wang assorted durian dessert supporting noble cause.📅 date 7th july 2024⏰ time 2-6pm📍 venue 227 mountbatten rd s397998 sadeaf hq activity include 🌟 durian appreciation workshop learn different durian type choose best durian 🥇 durian eating competition🎉 game station lucky draw📸 photobooth props🤟 sign language gamesplus every donation 2.5x tax deductible may choose order delectable durian dessert mao wang ice cream puff cake online carefully crafted goody satisfy taste bud also contribute directly supporting sadeaf ’ beneficiary n't miss opportunity make difference enjoying delicious durians.sign event order durian product link http //forms.gle/u2z82ihrok64zksy7email fr sadeaf.org.sg details.see 💕 deafinitelydurian sadeaf
Caregiving Welfare Association,Caregiving Week 2024: A Lifeline For Seniors,caregiving week 2024 themed `` celebrating caregiving lifeline senior '' aim shine spotlight senior caregiver objective event educate train senior caregiver life skill ageing well caring better raise awareness senior-related issue embed spirit caregiving society build community support senior caregivers.join u making caregiving week 2024 unforgettable experience dedicate life caring others contribution help u plan execute event provide essential support caregiver
"RAINBOW CENTRE, SINGAPORE",Together We Thrive,rainbow centre envision world person disability empowered thriving inclusive community 'together thrive campaign seek build brighter future client autism multiple disability enable live good life independent healthy connected engaged included heard.funds raised 'together thrive campaign support client three key area need 1 supporting low resource family 2 inadequately funded programme special student care service 3 pilot programme reduce social isolation post-18 space join u fostering environment client family thrive
"RAINBOW CENTRE, SINGAPORE",CURIO: An Art Fundraiser Showcase,curio art fundraiser organised rainbow centre charity serving person disability showcasing 45 work art talented youth share perspective observation world time open-mindedness necessary ever exhibition encourages u see beyond familiar value curiosity catalyst understanding art youth reveal beauty diverse perspective reminding u inclusion path vibrant empathetic world fund raised campaign empower work three key area need enabling low resource family access service reducing caregiver stress social isolation service special student care adult community programme developing research innovation driven practice rainbow centre.with dollar-for-dollar matching tote board donation double impact help build brighter future client disability budding artist rc ’ artability talent development programme student 15 18 year old grow visual art style training opportunity exposed variety art medium advocacy opportunity partake local art scene learning journey exchange professional artist trainer singapore advance towards inclusive society vital platform public look beyond disability learn individual behind ‘ special need ’ label interest hope dream good life invite experience work curio showcase 5 12 oct bring along friend family let ’ come together shape future inclusion ideal lived reality info visit rainbowcentre.org.sg/curio2024
THE HUT LIMITED,EO Singapore Handover Gala 2024,entrepreneur organization singapore chapter raising fund hut part handover gala dinner year.the hut child youth centre 5 17 year old nestled marine parade emphasis elevate lower-resourced background hut community child youth feel safe belonged supported run drop-in educational programme well holistic developmental programme every child grow flourish unique pathway also encourage child youth contribute serve actively go transform life others.attuned notion providing equal opportunity child lower-resourced background succeed entrepreneur organization singapore chapter keen support hut
THE HUT LIMITED,[Live Auction] EO Singapore Handover Gala 2024,sub-campaign created live auction segment event entrepreneur organization singapore chapter raising fund hut part handover gala dinner year.the hut child youth centre 5 17 year old nestled marine parade emphasis elevate lower-resourced background hut community child youth feel safe belonged supported run drop-in educational programme well holistic developmental programme every child grow flourish unique pathway also encourage child youth contribute serve actively go transform life others.attuned notion providing equal opportunity child lower-resourced background succeed entrepreneur organization singapore chapter keen support hut
Club HEAL,Ramadan 2024: Help Build Bridges to Mental Health Support,spirit giving sacred month ramadan let 's come together building bridge mental health support club heal club heal mission uplift facing mental health challenge nurturing principle hope empowerment acceptance love club heal provides different programme people mental health struggle caregiver recovery wellness programme rwp offer daily activity including art craft pottery journalling game healing voice programme ohv build peer support group nurture participant sense acceptance confidence.our back-to-work programme prepares beneficiary reintegrate back community workforce allowing put skill capability practice earn income hear zainun one beneficiary diagnosed schizophrenia depression anxiety `` learning crochet sew small purse bag tote sell item feel much better financially feel proud something people appreciate `` grappling dementia provide safe space engaged holistically meaningfully.so embrace spirit giving ramadan giving generously gain divine grace reflect value love compassion support fuel club heal 's vital initiative spread love foster compassionate community mental health
"LOVE, NILS LTD.",Stories of Hope - Supporting children with cancer in their journey and creating a brighter future,run around hallway playground.they know name medication instead classmates.doctors nurse art therapist new family.their laughter strength make cry.if ever seen child fight cancer change life forever.each year estimate 160 child diagnosed cancer singapore.most common type cancer child leukaemia lymphoma central nervous system tumour cns tumour small percentage rare langerhans cell histiocytosis love nil provide emotional social community support cancer patient caregiver guide healthcare system provide professional therapy community support registered ipc social service agency goal treatment every step way.every child deserves chance healthy happy life paediatric cancer n't affect child diagnosed also family friend community together create hope.join u story hope campaign part life-changing mission celebrate story support journey create brighter future child battling cancer generosity change life thank compassion generosity. storiesofhope supportyoungwarriors
"LOVE, NILS LTD.",Shine a Light - No child should face the nightmare of cancer alone.,jacob 5 year old mother sophie noticed seemed unusually tired little appetite instead waiting trusted mother 's intuition took pediatrician checkup.that decision may saved jacob 's life.after running test doctor discovered large mass jacob 's abdomen diagnosed stage 3 neuroblastoma rare childhood cancer family 's world shattered.jacob immediately began aggressive treatment plan chemotherapy radiation stem cell transplant surgery remove tumor road long immensely difficult young child family remained hopeful positive.thanks sophie 's prompt action getting jacob checked first sign something wrong cancer caught relatively early spreading year grueling treatment jacob got incredible news cancer free.now thriving 9-year-old full energy life jacob love playing soccer video game friend family forever grateful n't delay sophie 's instinct told something n't right.love nil shine-a-light campaign spotlight raising awareness sign childhood cancer crucial caught early many childhood cancer treatable parent n't know look for.please give generously help u shine light important cause child face nightmare cancer alone early detection give fighting chance name changed
"LOVE, NILS LTD.","LOVE, NILS SHINE-A-LIGHT Charity Dinner 2024",meet liam 7-year-old cancer survivor whose journey inspires u support love nil liam received psycho-emotional support love nil cancer treatment thriving story like liam ’ testament difference make together.we invite shine-a-light annual charity dinner dedicated supporting brave young warrior battling paediatric cancer evening compassion community change come together make significant impact lives.date friday 26 oct 2024time 7.00pm till late location intercontinental singaporehow help • purchase table 10 rally friend together enjoy evening supporting great cause table 10 guest priced 4000.• donate ’ attend still make meaningful contribution every donation help u provide vital service child families.• sponsor business show support sponsoring event auction item various sponsorship package available numerous benefit paediatric cancer life-altering diagnosis affect hundred child family every year emotional physical financial toll overwhelming run 8 patient support programme charge beneficiary – • daily hospital art therapy • weekly community art session • monthly curated art kit drop beneficiary home • monthly toy drop 3 hospital kkh nuh mt alvernia hospital • back school education tutoring support • dedicated care coordinator nuh provide patient navigation • year-long calendar hope community event hospital visit special character bring cheer paediatric ward day clinics• monthly support group parent caregiver book save date purchase table individual seat make outright donation fill form via link http //tinyurl.com/lngala2024 contact fundraising lovenils.org
"LOVE, NILS LTD.",[Auction] Stories of Hope - Supporting children with cancer in their journey and creating a brighter future,celebrate young survivor support young warriors.our story hope art exhibition joint initiative brave pediatric cancer community aimed celebrating raising fund support ongoing journey towards health happiness.each piece artwork work incredible strength courage resilience young cancer survivor sibling parents.join u making difference every child deserves chance healthy happy life.paediatric cancer n't affect child diagnosed also family friend communities.your generosity change lives.here 's contribute story hope campaign choose favourite artwork put best bid it.every successful bid help u child battling cancer.together create hope.be part life-changing mission.we celebrate story support journey create brighter future child battling cancer.on behalf beneficiary community thank compassion generosity.if question please contact fundraising lovenils.orgget know u www.lovenils.org
Children-At-Risk Empowerment Association,Make the change to help a child,help child youth grow productive adult good community.help u fund team deployed day school community give help
Children-At-Risk Empowerment Association,Make a donationm change a life,funding operation 2024 help youth need families.you make difference life work reduce tax
Club Rainbow (Singapore),Essential support for vulnerable families #GiftHope2Families,family child chronic illness face long-term emotional financial caregiving stress community family struggling make end meet face financial hardship gifthope2families today every gift help u get closer goal providing essential support family ensuring access nutritious food basic necessity generosity ripple effect touching life need making community stronger resilient face adversity.thank supporting club rainbow 's gifthope2families giving campaign preset tip amount deeda donation page wish opt please remember edit tip amount 0
Club Rainbow (Singapore),Support A Future with No Label #TalentDevelopment #CharitySales2024 #CRSMerchSales ,world every child regardless circumstance deserves chance explore thrive artistic talent club rainbow 's art development one core pillar support aim empower support child chronic illness artistic pursuit aspirations.imagine realm creativity know bounds—a place child medical condition financial constraint paint future vibrant colour imagination n't dream 's passionate pursuit art development.through carefully crafted art development initiative empower explore develop express creative self believe talent development art n't beneficial essential every child 's holistic growth.at heart endeavour lie talent development fund—a beacon hope illuminating path child pursue passion financial aid 's vote confidence inspiring reach star since 2005 've proudly supported 500 child journey continues.our fundraising initiative mirror diversity talent aim nurture club rainbow merchandise sale commissioned artwork exhilarating performance every effort fuel realisation child 's dreams.together let 's break barrier build bridge opportunity light life child joy art fund raised channelled towards art development programme talent development fund empowering towards self-sufficiency.donate turn potential excellence challenge triumph dream reality thank supporting talentdevelopment charitysales2024 crsmerchsales preset tip amount deeda donation page wish opt please remember edit tip amount 0
Club Rainbow (Singapore),SVCA Cares: Hopeful Hearts Raffle @ SVCA Annual Gala & Awards Dinner #CRSUnited #SVCA ,light shine hope 🌟 svca honoured present hopeful heart raffle annual gala dinner every raffle ticket chance win—it lifeline child fighting chronic illness supporting club rainbow singapore donating changing life 💙each sgd50 ticket purchased offer hope child comfort family every donation also enter win apple watch ultra 2 ipad air 5th gen set let ’ turn compassion action build brighter tomorrow ✨kindness start donate today difference 💫 note guest attending gala dinner in-person eligible raffle prize.about club rainbow singapore established 1992 club rainbow singapore cr non-profit organisation charity mission support empower child chronic illness many special need physical and/or intellectual disability family armed firm belief every child deserves chance cr provides opportunity resource need lead fulfilling independent life. crsunited svca raffledonation galadinner hopefulhearts giveback makeanimpact
Club Rainbow (Singapore),Hope for Tomorrow: Partner with Us to Support Children with Chronic Illnesses #CRSUnited,join u making differenceestablished 1992 club rainbow singapore cr dedicated non-profit organization heartfelt mission support empower child chronic illness including special need physical intellectual disability commitment extends brave child also family providing comprehensive support hope brighter future.who serveat club rainbow serve diverse group child ranging newborn youth age 20 child often require frequent hospital visit treatment complex therapy long-term medication collaborate closely kk woman ’ child ’ hospital kkh national university hospital nuh neonatal unit singapore general hospital recommendation doctor child referred u essential follow-up support.why need supportas independent charity club rainbow singapore relies significantly corporate public donation continue vital work mission daily operation sustained generosity supporter like corporate partnership help u ensure continue make positive impact life child families.our vision charity choice inspires hope make lasting difference life child chronic illness family achieve adopt holistic approach focusing five core aspect social work intervention therapy intervention education support art vocational development.by joining campaign hope tomorrow partner u support child chronic illness crsunited becoming part community united commitment providing child support need thrive.for information support club rainbow singapore please visit website
Club Rainbow (Singapore),NUS FASS CARES - 95th Anniversary #CRSUnited,private event commemorate 95th anniversary faculty art social science fas excited announce gala dinner 22 november 2024 special occasion aim raise fund support beneficiary club rainbow enhancing life bringing joy need.﻿the gala dinner promise unforgettable evening filled celebration community spirit heartfelt contribution attendee opportunity engage meaningful cause enjoying night entertainment camaraderie every dollar raised go directly supporting beneficiary club rainbow making significant impact lives.join u noble endeavour celebrate 95 year excellence fas participation generosity help u create brighter future serve together spread cheer hope beneficiary club rainbow momentous celebration
Club Rainbow (Singapore),Ramadan Kareem: Spreading Hope and Support for Low-Income Families #GiftHope2Families,spirit ramadan let 's come together make difference life low-income family donation bring hope joy relief facing financial hardship sacred month fasting reflection supporting campaign help ensure every family resource need observe ramadan dignity peace mind.your donation provide vital support needy family helping meet basic need observe ramadan dignity preset tip amount deeda donation page wish opt please remember edit tip amount 0 donation provide vital support low-income family helping meet basic need observe ramadan dignity thank supporting club rainbow 's ramadan giving gifthope2families campaign
