"CampaignId","CampaignTitle","CharityName","AboutCampaign","AboutCharity"
"157186","SingHealth Duke-NUS Obstetrics and Gynaecology Academic Clinical Programme (OBGYN ACP)","KKH Health Fund","The OBGYN ACP holds fast to their firm commitment of putting patients at the heart of all they do. With a patient-centered approach, the ACP highlights numerous committed clinicians and staff who play a pivotal role in advancing the well-being and healthcare of women. Since the OBGYN ACP has been established, all of the three mission areas - clinical care, medical research, and education - have been tackling challenges in their respective areas, evident of the substantial growth in this journey of seeking a better tomorrow for women in Singapore and beyond.  Make a gift in support of medical research and education and you can help us to change the lives of women now and for generations to come.","Because every woman and child deserves good health...   ""Motherhood and childhood are entitled to special care and assistance."" (United Nations Universal Declaration of Human Rights)   Here at KK Women's and Children's Hospital, we believe that every woman and child deserves good health. The KKH Health Fund (KKHHF) raises funds to help needy patients, who very often have exhausted all options and are in need of financial assistance, for their medical expenses. The fund also supports education, research and disease prevention programmes targeted at improving women's and children's health.  As KKHHF is totally dependent on donations, on behalf of the patients, we thank the generous donors who have literally saved lives by enabling the fund to continue with its work of giving financial support to needy patients.  You can be a part of this life-saving cause; we appeal to you for your kind and generous support*.  *All donations received are managed by SingHealth Fund (SHF), an Institution of a Public Character (UEN 201624016E). For Singapore tax residents, donations must be received by Giving.sg for processing by 31 December 2024 for your 2024 donations to be eligible for a 250% tax deduction of the gift value in YA2025. Thank you for your understanding.  Website Link: https://www.kkh.com.sg/KKHHF"
"2445373","Give Hope To Substance Abusers","Teen Challenge","Since 17 October 1976 Teen Challenge (Singapore) a charity organization, had a Care Recovery Centre that has been providing rehabilitation for alcohol and drug abusers with addiction issues. We also offer therapeutic programs for rehabilitation and recovery for individuals to develop positive behaviors and integrate them into their communities and families. We also provide solutions through faith-based intervention programs, particularly to those struggling with substance abuse and alcohol addictions.  We are seeking your help today to make a real difference, helping to support ex-offenders and their families to in this campaign.","Mistakes were made, all of us are guilty of it. However, some hold graver consequences.  We at Teen Challenge give our residents the second chance. To recover from substance abuse and work towards reintegration in our society as they learn from the past and work towards the future. Enabling them as confident, law-abiding and successful citizens.  Established in 1976, Teen Challenge Singapore has been reaching out with a holistic residential program to individuals struggling with substance abuse and keeping the scourge of addiction and social ills at bay.  Four reasons to support TC:  1.TC is Fertile Ground. We believe that our programs and services are opportunities for adults struggling with substance abuse and alcohol addictions to discover and develop their potentials.  2.TC is Fruitful Ground. We believe that as people begin to change, they grow and become productive.  3.TC is Frugal. We believe that every donated amount is to be maximized and accounted for.   4.TC is Faithful. We believe that transforming life is our calling since 1976.  To learn more, visit www.teenchallenge.org.sg"
"149308","Kind actions beget kind rewards","Assisi Hospice","The practice of giving wealth, teachings and fearlessness will enable one to receive wealth, wisdom, health and longevity. With your contribution, Assisi Hospice will be able to provide palliative care for patients and families that preserves their dignity and quality of life regardless of their race or faith. Every dollar that you donate will enable you to be part of this commendable effort. Join me in helping by making a charitable contribution today. Thank you for your kind donation and may you be blessed with good fortune for your generosity and compassion!","Journey with us to support our needy patients with terminal illness and their caregivers. Assisi Hospice provides palliative care for patients and families that preserves their dignity and quality of life.  Patients of any race, faith and financial position are cared for by our team of specialist doctors, nurses, allied health and pastoral care professionals. When faced with life limiting illnesses, our patients receive medical care, as well as psychosocial, emotional and spiritual care.  We provide care for patients across the continuum of Home Care, Inpatient and Day Care. This allows patients and family members to journey with a clinical team they are familiar with, and to receive care in the way that they need. Our six-storey purpose-built hospice provides a homely ambience with cosy spaces for patients and their loved ones. With 85 Inpatient beds, including specialised wards for Dementia Palliative Care and Paediatric Palliative Care, a Day Care Centre and the outreach of our Home Care team, we serve 3,200 patients (with 2,700 new admissions) a year. Our Bereavement Support team provides grief counselling to support bereaved loved ones in finding their way forward.    Founded in 1969 by the Sisters of the Franciscan Missionaries of the Divine Motherhood (FMDM), we are a charity supported by donors, volunteers and corporate organisations who journey with us in our cause."
"298638","Helping hand Project: Delivering Essential Groceries to Needy Elderly","Cheng Hong Welfare Service Society","CHWSS distributes customised grocery bag containing 8 items of their choice to the seniors bi-monthly. This helps our elderly to supplement their meals and ensures they have access to daily essentials that they might not otherwise be able to afford.   Your donation will go towards supporting all Cheng Hong Welfare Service Society programmes and services. Thank you.","Cheng Hong Welfare Service Society (CHWSS) provides free Traditional Chinese Medicine consultations and treatments to the public, as well as pro bono Afterlife Memorial Service to the needy elderly in our community - regardless of race or religion. As our number of beneficiaries increases over the years, the operations and support costs for these services have also increased correspondingly.  As CHWSS is not a government-funded organisation, we get our funding entirely through the general public and our long-term supporters. Hence, the availability of public funding is key to financing our charitable causes, as we extend our services to more needy in our society.  To find out more about CHWSS, please visit www.chenghongwelfare.org."
"298641","Meals of Love for Needy Elderly in Our Community","Cheng Hong Welfare Service Society","Many elderly live with no fixed incomes, and with the rising cost of living and healthcare expenses, they may struggle to make ends meet. Some may be isolated from their families or lack a support system to help with daily needs, including obtaining nutritious meals. Cheng Hong Welfare Service Society provides nutritious meal distribution programme specifically targeting needly elderly residents.  Your donation will go towards supporting all Cheng Hong Welfare Service Society programmes and services. Thank you.","Cheng Hong Welfare Service Society (CHWSS) provides free Traditional Chinese Medicine consultations and treatments to the public, as well as pro bono Afterlife Memorial Service to the needy elderly in our community - regardless of race or religion. As our number of beneficiaries increases over the years, the operations and support costs for these services have also increased correspondingly.  As CHWSS is not a government-funded organisation, we get our funding entirely through the general public and our long-term supporters. Hence, the availability of public funding is key to financing our charitable causes, as we extend our services to more needy in our society.  To find out more about CHWSS, please visit www.chenghongwelfare.org."
"157223","SingHealth Duke-NUS Paediatrics Academic Clinical Programme (Paeds ACP)","KKH Health Fund","The Paeds ACP in the SingHealth cluster is the largest paediatric healthcare network in Singapore. Our doctors, researchers, and educators share a common passion to better the future of every child's health. Since the establishment of Paeds ACP in 2011, all its three focus areas - clinical care, medical research, and education - have overcome various challenges, growing substantially. The Paeds ACP encompasses a comprehensive range of paediatric clinical services that have seen several medical breakthroughs, making an impact on our paediatric patients now and for generations to come.  You can play a part in impacting the lives of our paediatric patients. By making a gift, you will be contributing to achieve better clinical care and the advancement of medical research and education for children.","Because every woman and child deserves good health...   ""Motherhood and childhood are entitled to special care and assistance."" (United Nations Universal Declaration of Human Rights)   Here at KK Women's and Children's Hospital, we believe that every woman and child deserves good health. The KKH Health Fund (KKHHF) raises funds to help needy patients, who very often have exhausted all options and are in need of financial assistance, for their medical expenses. The fund also supports education, research and disease prevention programmes targeted at improving women's and children's health.  As KKHHF is totally dependent on donations, on behalf of the patients, we thank the generous donors who have literally saved lives by enabling the fund to continue with its work of giving financial support to needy patients.  You can be a part of this life-saving cause; we appeal to you for your kind and generous support*.  *All donations received are managed by SingHealth Fund (SHF), an Institution of a Public Character (UEN 201624016E). For Singapore tax residents, donations must be received by Giving.sg for processing by 31 December 2024 for your 2024 donations to be eligible for a 250% tax deduction of the gift value in YA2025. Thank you for your understanding.  Website Link: https://www.kkh.com.sg/KKHHF"
"298644","Their Last Journey With Dignity And Respect","Cheng Hong Welfare Service Society","In a remarkable display of compassion and respect, Cheng Hong Welfare Service Society has created an extraordinary initiative: a free afterlife memorial service (AMS) exclusively for the elderly who are poor or living alone with full respect of their race or religion. This unique programme aims to not only honor the departed but also bring support to the elderly community, who often face isolation and feelings of insignificance as they age.   Your donation will go towards supporting all Cheng Hong Welfare Service Society programmes and services. Thank you.","Cheng Hong Welfare Service Society (CHWSS) provides free Traditional Chinese Medicine consultations and treatments to the public, as well as pro bono Afterlife Memorial Service to the needy elderly in our community - regardless of race or religion. As our number of beneficiaries increases over the years, the operations and support costs for these services have also increased correspondingly.  As CHWSS is not a government-funded organisation, we get our funding entirely through the general public and our long-term supporters. Hence, the availability of public funding is key to financing our charitable causes, as we extend our services to more needy in our society.  To find out more about CHWSS, please visit www.chenghongwelfare.org."
"219031","HWA All-Cash Donation Draw 2024","HWA (Formerly Handicaps Welfare Association)","Our Dear Donors,  Thank you for your kind donations for our past HWA All-Cash Donation Draws.  The objectives of HWA All-Cash Donation Draw 2024 are to raise funds for supporting programmes and services for our beneficiaries and the elderly. In addition, we seek to create awareness of our mission in impacting the lives of persons with disabilities (PWDs).  No amount is too small and every donation from you goes a long way.  Please support our beneficiaries by making outright donation in Giving.sg or purchasing donation draw tickets of $20* per booklet (10 tickets per booklet). You can email freddie@hwa.org.sg or call 6254 3006 to purchase the donation draw tickets before 12th Oct 2024.  *Price of ticket is inclusive of prevailing GST & Non-Tax Deductible Receipt will be issued.","For the past 50 years, HWA (formerly known as Handicaps Welfare Association) has been providing needed services to people with physical disabilities. To fund its services to the needy beneficiaries, HWA has to rely on the generosity of the public and organisations for financial support.  In recent years, HWA has expanded its services to meet the increasing and changing needs of people with disabilities and the rapidly aging population. The number of beneficiaries that HWA serves is also growing and this means HWA has to increase its staff strength to meet the needs of the beneficiaries.  With continuing community support, HWA will be empowered to continue its mission of serving people with disabilities and the elderly.  On behalf of our beneficiaries, thank you so much for your support!"
"155985","Help for the elderly, provision for TCM and afterlife services","Cheng Hong Welfare Service Society","Cheng Hong Welfare Service Society (CHWSS) provides free TCM services to the public, and pro bono Afterlife Memorial Service to the needy elderly in our community. As they increase the number of beneficiaries over the years, the operations and support costs for these services have increased correspondingly. As CHWSS is not a government-funded organisation, they get their funding entirely through the general public and long-term supporters. Hence, the availability of public funding is key to financing their charitable causes, as they extend their services to more needy in Singapore.   Programmes Traditional Chinese Medical (TCM) Services - CHWSS provides free TCM consultation, provision of medication, and acupuncture services to the public and needy elderly, regardless of race or religion.  Afterlife Memorial Service (AMS) - The service provides pro bono funeral services, befriending and related elderly services. The service is provided for needy and destitute elderly in our community.  Bursary awards - CHWSS provides bursary awards to students from needy families, to finance the education cost of these students.  *All qualifying donations are eligible for 250% tax deduction (if applicable).","Cheng Hong Welfare Service Society (CHWSS) provides free Traditional Chinese Medicine consultations and treatments to the public, as well as pro bono Afterlife Memorial Service to the needy elderly in our community - regardless of race or religion. As our number of beneficiaries increases over the years, the operations and support costs for these services have also increased correspondingly.  As CHWSS is not a government-funded organisation, we get our funding entirely through the general public and our long-term supporters. Hence, the availability of public funding is key to financing our charitable causes, as we extend our services to more needy in our society.  To find out more about CHWSS, please visit www.chenghongwelfare.org."
"215706","A lifeline for Mdm Ng and others like her","SGH Health Development Fund","Would you lend them a helping hand? Your support will bring hope to patients and families like Mdm Ng's, who have exhausted all financial resources and applicable government subsidies, like MediFund.  Mdm Ng, an 80-year-old widow, grapples with the challenges of ischemic heart disease and gastric cancer. Her 50-years-old daughter, made a selfless decision to quit her job and become Mdm Ng's full-time primary caregiver. Together, they share a humble 3-room HDB flat, finding strength and solace in each other's company.  Unfortunately, Mdm Ng's health has taken a turn for the worse recently. A series of infections has gravely affected her functional mobility, creating a new set of challenges for her devoted daughter.  Her daughter is overwhelmed with the increasing medical care and lives in fear with their declining financial circumstances.  Fortunately, with support of the donors from the SGH Needy Patients Fund, Mdm Ng can continue to receive the timely medical interventions crucial for her well-being. This assistance lifts the weight off her daughter's shoulders and alleviates the stress that accompanies such a challenging journey.  Mdm Ng's daughter expresses her gratitude, ""I was really at a loss when I did not know how to bring my mother back to the hospital for the doctors’ appointments which doctors say must happen. I thank you for the assistance in helping us so that my mother could continue to receive the medical care.""  Donate today and be a part of a community that cares. Your gift is a lifeline that can brighten their path ahead. No amount is too small. Thank you so much for your support.  Singapore tax residents will enjoy 250% tax deduction and your donation will be automatically included in the donor’s IRAS tax assessment. If you need a physical receipt, please email us at giftstosgh@sgh.com.sg.","As the oldest and largest tertiary hospital in Singapore, SGH has been serving patients since 1821.  The SGH Health Development Fund supports the promotion, development and provision of health-related services to benefit our Singapore community.   100% of your donations will go towards supporting initiatives that are not covered by existing financial schemes like assistance to patients-in-need, and advances in medical research and education to improve patient care.  SGH Health Development Fund is part of SingHealth Fund, (UEN 201624016E) an Institution of a Public Character.   For more information, please contact us at 63266728/63266378 or email us at giftstosgh@sgh.com.sg."
"149705","Show you care today!","Cheng Hong Welfare Service Society","The practice of giving wealth, teachings and fearlessness will enable one to receive wealth, wisdom, health and longevity.   Every dollar that you donate will enable you to be part of this commendable effort to help those in need. Join me in helping our community by making a charitable contribution today. Thank you for your kind donation and may you be blessed with good fortune for your generosity and compassion! ","Cheng Hong Welfare Service Society (CHWSS) provides free Traditional Chinese Medicine consultations and treatments to the public, as well as pro bono Afterlife Memorial Service to the needy elderly in our community - regardless of race or religion. As our number of beneficiaries increases over the years, the operations and support costs for these services have also increased correspondingly.  As CHWSS is not a government-funded organisation, we get our funding entirely through the general public and our long-term supporters. Hence, the availability of public funding is key to financing our charitable causes, as we extend our services to more needy in our society.  To find out more about CHWSS, please visit www.chenghongwelfare.org."
"298648","Caring Cart: Please help our Elderly","Cheng Hong Welfare Service Society","CHWSS distributes customised grocery bag containing 8 items of their choice to the seniors bi-monthly. This helps our elderly to supplement their meals and ensures they have access to daily essentials that they might not otherwise be able to afford.   Your donation will go towards supporting all Cheng Hong Welfare Service Society programmes and services. Thank you.","Cheng Hong Welfare Service Society (CHWSS) provides free Traditional Chinese Medicine consultations and treatments to the public, as well as pro bono Afterlife Memorial Service to the needy elderly in our community - regardless of race or religion. As our number of beneficiaries increases over the years, the operations and support costs for these services have also increased correspondingly.  As CHWSS is not a government-funded organisation, we get our funding entirely through the general public and our long-term supporters. Hence, the availability of public funding is key to financing our charitable causes, as we extend our services to more needy in our society.  To find out more about CHWSS, please visit www.chenghongwelfare.org."
"171564","Help needy old people with dementia","Ling Kwang Home for Senior Citizens","Help our elderly live through dementia in a comfortable way as much as possible.","Ling Kwang Home for Senior Citizens (LKHSC) is a non-profit organisation which was first established in 1983. We have 350-beds, run by full-time professionals providing residential nursing care, day care as well as Integrated Home and Day Care (IHDC) services to the elderly regardless of their race or religion.  We are having a A&A Plus currently and will have 400-beds in the Year 2026, with a male dementia ward.    At LKHSC, we believe in holistic care.  Our model of care encompasses not just meeting medical and functional needs. It also includes catering for the psychosocial, pastoral and spiritual well-being of our residents and clients.  Our residents and clients are cared for by multi-disciplinary teams that include nurses, medical doctors, allied healthcare professionals and ancillary staff.  Any amount from your generous donation and support will help us better our care and services for our elderly residents and clients.  Please donate to help us help those in need.  The LKHSC corporate slogan is: 'We love to serve and serve with love', and we sincerely hope that you will support us in doing what we love by giving generously! "
"894201","Family of Wisdom’s 10 Anniversary Fundraising Campaign ","Dementia Singapore Ltd","Dementia Singapore’s Family of Wisdom (FOW) programme has grown in the last decade to become a well-loved care model, enriching the lives of persons with dementia and their caregivers via physical, tailored psychosocial and cognitive activities.   Time, however, has taken its toll on the facility, and it will be undergoing its first major renovation, which is expected to cost upwards of $300,000. Renovation works include expansion plans, retiling works, restroom upgrades, and other improvements to the existing layout to provide our clients and their caregivers with an improved and more conducive space.   For donations of $1,000 or more: Enjoy a complimentary FOW activity. Choose from fun workouts like a Golden Chair Zumba session or have a go at the NeeuroFIT cognitive game for seniors. Or opt instead for a class in pottery, etc.    For donations above $10,000: As a ‘Special Friend of FOW’, you will be honoured with your name engraved on the ‘Donors Appreciation Board’, which will be displayed at the renovated centre.  This fundraising campaign is dedicated to funding the renovation works of the FOW centre and the operational costs associated with running of its programmes.","Dementia Singapore was formed in 1990 as the 'Alzheimer's Disease Association' to better serve Singapore's growing dementia community, increase awareness about dementia, and reduce the stigma surrounding the condition.    As Singapore's leading Social Service Agency (SSA) in specialised dementia care, Dementia Singapore aims to advocate for the needs of people living with dementia and their families; empower the community through capability-building, knowledge and consultancy; and deliver quality, person-centred care innovations.  Dementia Singapore is registered as a company limited by guarantee UEN No. 202111519K."
"1173556","Empowering our cancer fighters","365 Cancer Prevention Society","The fight against Cancer is incredibly challenging, not just for our clients but for their families too! At 365 Cancer Prevention Society (365CPS), our mission is to be a society serving the community to prevent and fight cancer through holistic care.  Our diverse range of services are designed to extend unwavering support, cultivating a nurturing environment for our clients. Within our Social Service Centres (SSCs), we conduct various activities, including our signature Detox Exercise, engaging health talks, art painting sessions, and much more. We strive to enrich the lives of our cancer fighters in any way possible.  As we head into 2024, we will be expanding our services by including additional specialized cancer screenings for our clients and eligible members of the public.  Your contributions play a pivotal role in granting convenient access to these screenings, fostering early detection, and ultimately saving lives.  We invite you to take a step forward and contribute today to champion this cause!  All donations to our charity are eligible for 250% tax relief. The deduction will be automatically processed if you have provided us with your NRIC/FIN/UEN. Tax Deductible Receipts (TDR) will be issued for donations $30 and above.","365 Cancer Prevention Society is a registered full member of the Singapore National Council of Social Service (NCSS) with an Institution of Public Character (IPC) status.   Our mission is to serve the community through our tri-fold mission- Cancer Prevention, Cancer Fighting and Cancer Education.   We believe that cancer can be prevented and we seek to accomplish this through health and nutrition education, active promotion of healthy lifestyles and regular lymphatic detox exercise programs.   In the fight against cancer, we provide practical and emotional support and care for our patients and their family members through residential and hospital visitations, counselling and wellness services. Financial assistance is also given to low income families to help ease financial burdens of cancer patients and their family members, and to encourage them to keep battling towards recovery.   Cancer education is important as well and we seek to achieve this through educating the public on cancer-related issues through our corporate and community health talks. These initiatives are designed to raise awareness and preparedness towards protection against cancer.  As a non-profit organization, 365CPS relies on public donations to fund all its services and programmes. Let us unite as we work towards providing holistic support for our patients and promoting greater cancer awareness and healthy living lifestyles. Join us in our fight against cancer today!  All donations to our charity are eligible for 250% tax relief. The deduction will be automatically processed if you have provided us with your NRIC/FIN/UEN. Tax Deductible Receipts (TDR) will be issued for donations $30 and above."
"219095","Counselling & Therapy for Youths","Trybe Limited","Empower The Future, SAVE OUR YOUTH!  ""Suicide remains the leading cause of death for youth aged 10 to 29 for the fourth consecutive year - about a third of all deaths in this age group were suicides."" - ChannelNewsAsia  Trybe is a non-profit organisation providing comprehensive support to individuals and families affected by adversities.  Trybe supports youth through professional counselling, case management, mentoring, life skills development, and community engagement activities. Our programmes are tailored to meet the unique needs of each beneficiary. For Trybe Success Stories, visit: https://www.trybe.org/successstories/  We rely on the generosity of donors to continue providing these critical programmes and services to beneficiaries. Your donation will help us provide support, resources, and education to youth facing social, mental and behavioural issues, helping them overcome their adversities and achieve their full potential!  Your generosity will make a positive impact on the lives of those we serve.","Established in 1995, Trybe is a social service agency that empowers youths to overcome their adversities. Our vision is ""Every Youth a Success Story"". We believe that all youth can reach the fullest of their potential to live successful lives. Thus, we are united by our mission - to journey with youths who face adversities to lead purposeful lives; inspiring them to impact others.   Trybe, an Institution of a Public Character (IPC), is a member of the National Council of Social Service (NCSS). Our corporate values are resilience, integrity, service, and excellence. We are the recipients of the Charity Transparency Award in 2022 and 2023.  Trybe serves youths who are unengaged, facing mental health challenges and are placed in out-of-home care. We are the licensee of the Singapore Boys’ Hostel (SBHL) and run a range of community interventions that guide youths and offer support for their families and friends.   All donations received through Giving.sg will be channelled to Trybe General Fund, which will be used to provide services and programmes to the community and our clients.  Your donation will be entitled to a tax-deduction of 250% of the donated amount."
"1031867","Join us in Supporting Our Beneficiaries this Giving Season!","Metta Welfare Association","At Metta Welfare Association, we are dedicated to delivering social service programmes for individuals and families by collaborating with our donors, partners, vendors and community organisations. We serve those in need, regardless of race or religion, and to uplift the lives of individuals and families facing challenging circumstances. With over 30 years of dedicated service, we have been privileged to support over 1,400 beneficiaries in our community.  Each day, we witness the struggles and hardships faced by low-income families, many of whom are striving to make ends meet amidst financial adversity. Your generous donation of any amount can make a significant difference in their lives. It can provide essential support for basic necessities, educational opportunities, healthcare services, and more.  By contributing to this campaign, you are not just giving financial assistance; you are offering hope, dignity, and a chance for a brighter future. Collectively, we can extend a helping hand to those in need and create lasting positive change in our community.  Let's join in our mission to empower and uplift low-income families. Your donation will be a catalyst for transformation, touching hearts and transforming lives. Your Ang Pao will really mean a lot to them.","All donations will be eligible for tax exemption and it will be included automatically in your tax assessment. Receipts will be mailed out for donations of $50 & above. For donations below $50, you may contact us at finance@metta.org.sg if you require a copy. As Metta sees the importance in saving the environment, we are gradually going paperless for our receipts to all donors with effect from 1 April 2021 onwards. We thank you for your understanding to walk this journey together to protect the environment that we live in.   -----  Founded in 1992 by Venerable Chao Khun Fa Zhao, Metta Welfare Association was registered as a charity in 1994. Endorsed by the MSF, MOH and MOE, we are a member of the National Council of Social Service, Singapore Hospice Council and Singapore Disability Sports Council.   Motto: Compassionate love to share  Brightens hope to those we care  Vision: Inspired by the Great Compassionate Vows of The Medicine Buddha, we aim to provide social services for the community, regardless of race or religion.  Mission: We are dedicated to delivering social service programmes for individuals and families by collaborating with our donors, partners, vendors and community organisations.  Our social service programmes are classified as follows: 1) Children Care  2) Disability Care 3) Medical Care 4) Special Education  5) Youth Employment Support 6) Other Services"
"200346","Advocate for children & youths through research!","SHINE Children and Youth Services","As advocates for the well-being and development of children and youth in our community, we are reaching out to donors to help continue to create a difference in these children’s lives.   In our journey to address issues faced by the younger generations and pursue updated informed practice for practitioners - SHINE engages in a range of research activities. While traditional funding often supports specific, targeted projects, it is the generosity of individuals like you that provides the Research Team with the ability to  take those first steps into new areas.  Your public donations enable us to work on exploratory research avenues such as meta-analyses, systematic reviews, data mining, dip polls, and many more exploratory works. These methods empower us to gather comprehensive insights, ensuring our efforts are not confined to conventional approaches. Your support allows us to focus on crucial issues that may not attract mainstream funding. By conducting in-depth analyses and exploratory works, we uncover hidden challenges, shedding light on areas that demand urgent attention and intervention.  Your generous donations will directly contribute to our ability to conduct impactful research that addresses the unique needs of children and youth.  To find out more about what we do here at SHINE Research, check out our LinkedIn page at SHINE Research.   SHINE is an approved Institution of Public Character (IPC). Enjoy tax deductions of 2.5 times the qualifying donation before the year ends.   https://www.iras.gov.sg/taxes/other-taxes/charities/donations-tax-deductions","SHINE Children and Youth Services is a registered charity and IPC member of the National Council of Social Service.  We support disadvantaged children and youth through research-based Social Work and Educational Psychology programmes.  Serving around 6,000 students annually, we build resilience and offer hope for a brighter future."
"84144","Support the growth of Singapore’s literary scene","Sing Lit Station Limited","Sing Lit Station is committed to developing the literary scene in Singapore and bringing the books – all of the books! – closer to the people. Throughout the year, we organise a bevy of programmes to that end.  Our Writer Development programmes - such as the Jalan Besar Fellowship, the Horizons residency, and our annual Manuscript Bootcamp - support both established and emerging writers and collectives as they navigate their artistic and professional journeys, while our Youth & Education initiatives empower students and other youths to develop their craft and explore new possibilities, building a dynamic community of young readers and writers through programmes like Book A Writer, Camp Lit, and Singapore Writers Festival’s Youth Fringe.  Through our Community Development programmes, we support writing programmes with marginalised and underserved communities, from conducting workshops in prisons to developing a website with the Migrant Writers of Singapore. Among other things, we also organise SingPoWriMo and SEAPoWriMo - poetry challenges for the local and regional literary scene - and we maintain a digital archive of Singapore writers over on poetry.sg and prose.sg.   We hope to continue developing these programmes, and on top of that, we’re always thinking of what more we can do to serve the community we love! This wouldn’t be possible without the generous contributions of our donors. By donating, you are furthering the skills of our writers, raising public interest in literature, and contributing to the sustainability and survivability of Singaporean literature.  As we are an Institution of Public Character (IPC), every donation you make to us is tax-deductible to 250% of its value; as we are also qualified to apply to the Cultural Matching Fund. Every dollar you give Sing Lit Station is matched by another dollar, effectively doubling your donation!  Your support means the world to us, and we hope you we can continue to journey together.","Est. July 2016 / A platform where readers and writers meet.  Sing Lit Station is a literary non-profit and writers' centre in Singapore. We are a registered charity and Institution of Public Character (IPC) since Dec 2016. We aim to grow the literary community by:  1. Providing professional development for emerging and established writers; 2. Creating a one-stop portal for new and existing readers of Singapore literature; 3. Building a participative community within the literary scene and the general reading population.  Beyond our core programmes described below, we also organise a variety of innovative outreach and public art programmes including Sing Lit Body Slam, where we offered a world-first showcase blending professional wrestling and spoken word; Manuscript Bootcamp, our exclusive and intensive weekend-long editorial programme for aspiring writers; our series of writing workshops for migrant workers and other underprivileged communities; as well as our publishing arm, AFTERIMAGE.  If you would like to directly support the publishing arm, do make a general donation to SLS below and state the name of the press (""AFTERIMAGE"") in your dedication message. Visit <http://www.afterimage.press/support> to learn more about AFTERIMAGE, and to see what the amount of your donation entitles you to."
"76817","The TENG Company: Making a Difference Through Music","The TENG Company Ltd","When you donate to TENG, you are: - Providing comfort to beneficiaries in homes, dialysis centers, hospitals and hospices across Singapore - Cultivating underserved students in realising their passion for music - Enabling groundbreaking research on music for mindfulness - Supporting the creation of cutting edge Singaporean work - Preserving our heritage and fostering the development of the next generation of musicians  ""Without music, life would be a mistake."" Friedrich Nietzsche  Check out TENG'S YouTube channel: https://www.youtube.com/user/thetengcompany/","The TENG Company is a leading not-for-profit Singaporean arts company that reimagines the possibilities of Chinese music to expand creative boundaries, enrich the lives of the vulnerable and empower lifelong learning.  Vision: Inspiring and impacting by fusing a Chinese musical heritage with our unique Singaporean identity.  Mission: Innovate and collaborate to inspire engagement through our music.  TENG fulfils its mission through three key areas: artistically innovative projects, social impact programmes and industry empowerment efforts."
"76832","The Private Museum: Promoting Art Appreciation","The Private Museum Ltd.","When you donate to The Private Museum, you are: - Supporting art appreciation by connecting collectors and artists - Catalysing new opportunities for artistic collaborations - Enabling meaningful community engagement - Helping to restore the former Osborne House at 11 Upper Wilkie Rd, a building of historical and cultural significance  ""Art washes away from the soul the dust of everyday life."" Pablo Picasso","The Private Museum is a non-profit private museum in Singapore founded by Singaporean philanthropist, art collector and real estate developer, Daniel Teo, together with his daughter Rachel Teo in 2010.  Fuelled by passionate patronage for the arts, the museum aims to be an alternative platform to bridge the gap between the private and the public. It supports the exchange of ideas across cultures, educational initiatives, artistic and curatorial collaborations with collectors and practitioners of the arts.  With a vision to promote art appreciation, the independent arts space engages local, regional and international audiences from all walks of life. The Private Museum is a registered Charity and Institution of a Public Character (IPC) since 2010 and 2015 respectively."
"44642","Contribution in Memory of Mr Lee Kuan Yew","Education Fund","Well-wishers who would like to make a donation in memory of the late Mr Lee Kuan Yew can contribute to Lee Kuan Yew Education Fund.   Please refer to the following website for more info: www.moe.gov.sg/about-us/organisation-structure/fpd/education-fund   The specific pool of donations in this programme is used to fund the Lee Kuan Yew Awards. These donations were made by Mr Lee, including honorariums from his past speaking engagements and proceeds from his book sales. They also include donations from well-wishers who have contributed specifically towards this cause.   The Lee Kuan Yew Awards are special awards given out annually to outstanding students in schools, the Institute of Technical Education and Polytechnics, in recognition of their achievements in academic and non-academic spheres. The awards include the Lee Kuan Yew Award for All Round Excellence, the Lee Kuan Yew Scholarship to Encourage Upgrading, the Lee Kuan Yew Award for Mathematics and Science and The Lee Kuan Yew Award for Outstanding Normal Course Students. ","The Education Fund (EF) was set up in 1970 for the general advancement of education and is administered by the Ministry of Education.   The Education Fund accepts donations for both general and specific education purposes. Donors may consider the following   * General Fund (to donate under the main EF page); * Financial Assistance Fund (to donate under the campaign titled ""Contributions to the Financial Assistance Fund""); or * Lee Kuan Yew Education Fund (to donate under the campaign titled ""Contributions in Memory of Mr Lee Kuan Yew""; or * Lee Kuan Yew Centennial Fund (to donate under the campaign titled ""Contribution to the Lee Kuan Yew Centennial Fund"". "
"41538","Contributions to the Financial Assistance Fund","Education Fund","Well-wishers who wish to help Singapore Citizen students from less advantaged background can consider the Financial Assistance Fund. This specific pool of donation will supplement existing funding given under the MOE Financial Assistance Scheme (FAS) and school-based FAS grant. Schools can use it to provide even more support for students from less advantaged backgrounds.","The Education Fund (EF) was set up in 1970 for the general advancement of education and is administered by the Ministry of Education.   The Education Fund accepts donations for both general and specific education purposes. Donors may consider the following   * General Fund (to donate under the main EF page); * Financial Assistance Fund (to donate under the campaign titled ""Contributions to the Financial Assistance Fund""); or * Lee Kuan Yew Education Fund (to donate under the campaign titled ""Contributions in Memory of Mr Lee Kuan Yew""; or * Lee Kuan Yew Centennial Fund (to donate under the campaign titled ""Contribution to the Lee Kuan Yew Centennial Fund"". "
